,id,host_id,comuna,latitude,longitude,bathrooms,bedrooms,beds,price,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,total_price,tipo,ingresos_25p,ingresos_50p,ingresos_75p,ingresos_100p
5509,24654928,22126297,Las Condes,-33.41631,-70.58629,1,1,2.0,40885.0,20000.0,26,56,86,343,11,100.0,60885.0,1D+1B,428850.0,633275.0,837700.0,1246550.0
5510,24656784,9999526,Santiago,-33.43679,-70.64569,1,1,2.0,29491.0,7000.0,4,13,38,128,65,97.0,36491.0,1D+1B,301910.0,449365.0,596820.0,891730.0
5511,24656874,83438594,Santiago,-33.44066,-70.65,1,1,1.0,18767.0,25000.0,0,5,8,224,24,100.0,43767.0,1D+1B,212670.0,306505.0,400340.0,588010.0
5512,24657122,184985290,Providencia,-33.42359,-70.61156,1,1,2.0,34853.0,7000.0,22,52,82,357,1,100.0,41853.0,1D+1B,355530.0,529795.0,704060.0,1052590.0
5514,24663564,23872828,Santiago,-33.43907,-70.6475,2,2,3.0,50269.0,0.0,14,29,59,309,19,98.0,50269.0,2D+2B,502690.0,754035.0,1005380.0,1508070.0
5515,24669839,261079,Providencia,-33.42336,-70.61009,2,2,5.0,73057.0,0.0,29,59,89,364,6,93.0,73057.0,2D+2B,730570.0,1095855.0,1461140.0,2191710.0
5516,24673951,186477855,Santiago,-33.43491,-70.64435999999999,1,1,1.0,22788.0,0.0,21,51,80,355,4,95.0,22788.0,1D+1B,227880.0,341820.0,455760.0,683640.0
5518,24693314,90263224,Santiago,-33.43725,-70.64466,1,1,1.0,30161.0,20000.0,1,1,1,186,18,100.0,50161.0,1D+1B,321610.0,472415.0,623220.0,924830.0
5519,24698281,24735447,Providencia,-33.42385,-70.61166,1,1,2.0,26140.0,20000.0,22,52,82,357,1,80.0,46140.0,1D+1B,281400.0,412100.0,542800.0,804200.0
5520,24699671,57945643,Santiago,-33.44518,-70.64341999999999,2,2,2.0,34853.0,25000.0,14,44,74,342,7,97.0,59853.0,2D+2B,373530.0,547795.0,722060.0,1070590.0
5522,24708619,186749648,Providencia,-33.42068,-70.60637,1,1,3.0,34853.0,10000.0,0,0,0,0,34,94.0,44853.0,1D+1B,358530.0,532795.0,707060.0,1055590.0
5523,24717011,186824231,Santiago,-33.44661,-70.64824,1,1,1.0,45577.0,0.0,10,30,57,328,80,90.0,45577.0,1D+1B,455770.0,683655.0,911540.0,1367310.0
5524,24727422,980389,Recoleta,-33.43214,-70.64647,1,1,3.0,26810.0,11000.0,29,59,89,364,27,94.0,37810.0,1D+1B,279100.0,413150.0,547200.0,815300.0
5525,24728581,21152657,Santiago,-33.43589,-70.6485,2,2,5.0,43566.0,13405.0,27,57,87,267,15,97.0,56971.0,2D+2B,449065.0,666895.0,884725.0,1320385.0
5526,24732633,54506110,Santiago,-33.45191,-70.64683000000001,1,1,1.0,20778.0,0.0,4,13,35,289,25,99.0,20778.0,1D+1B,207780.0,311670.0,415560.0,623340.0
5527,24733609,175513927,Santiago,-33.44182,-70.64984,1,2,2.0,32172.0,0.0,7,25,55,143,91,93.0,32172.0,2D+1B,321720.0,482580.0,643440.0,965160.0
5528,24739848,187041342,Santiago,-33.44629,-70.63565,1,2,3.0,28150.0,0.0,17,42,72,347,33,94.0,28150.0,2D+1B,281500.0,422250.0,563000.0,844500.0
5529,24743355,24411389,Ñuñoa,-33.45478,-70.60246,1,1,2.0,24799.0,10500.0,0,0,0,0,11,96.0,35299.0,1D+1B,258490.0,382485.0,506480.0,754470.0
5530,24745262,9354770,Las Condes,-33.40049,-70.57254,1,1,2.0,50269.0,26140.0,5,25,55,330,14,96.0,76409.0,1D+1B,528830.0,780175.0,1031520.0,1534210.0
5531,24745771,74118013,Providencia,-33.43476,-70.61052,1,1,1.0,34853.0,15000.0,0,0,0,257,2,100.0,49853.0,1D+1B,363530.0,537795.0,712060.0,1060590.0
5534,24755898,121594475,Santiago,-33.44374000000001,-70.64560999999999,1,1,2.0,38204.0,18000.0,30,60,90,180,6,92.0,56204.0,1D+1B,400040.0,591060.0,782080.0,1164120.0
5535,24756829,98992072,Santiago,-33.44523,-70.63566,2,2,3.0,50269.0,0.0,0,0,0,73,2,100.0,50269.0,2D+2B,502690.0,754035.0,1005380.0,1508070.0
5538,24768486,164282118,Las Condes,-33.42332,-70.58121,2,2,2.0,40215.0,30000.0,28,58,88,88,2,90.0,70215.0,2D+2B,432150.0,633225.0,834300.0,1236450.0
5539,24772154,3291953,Recoleta,-33.43392,-70.64031999999999,1,1,2.0,30161.0,25000.0,6,23,51,283,22,99.0,55161.0,1D+1B,326610.0,477415.0,628220.0,929830.0
5540,24780114,87385288,Santiago,-33.4341,-70.64569,1,1,2.0,26140.0,24970.0,19,42,72,339,45,96.0,51110.0,1D+1B,286370.0,417070.0,547770.0,809170.0
5541,24781575,170462428,Santiago,-33.44948,-70.6528,1,1,2.0,20778.0,0.0,9,24,54,219,43,93.0,20778.0,1D+1B,207780.0,311670.0,415560.0,623340.0
5542,24783140,187387603,Estación Central,-33.45541,-70.69782,2,3,5.0,30161.0,0.0,0,0,0,0,8,85.0,30161.0,3D+2B,301610.0,452415.0,603220.0,904830.0
5544,24795978,83374857,Santiago,-33.44305,-70.67618,1,1,1.0,13405.0,0.0,11,36,66,336,13,85.0,13405.0,1D+1B,134050.0,201075.0,268100.0,402150.0
5546,24796780,119018556,Santiago,-33.43987,-70.65746,1,1,4.0,44907.0,0.0,28,58,83,352,88,92.0,44907.0,1D+1B,449070.0,673605.0,898140.0,1347210.0
5548,24797568,154611151,Providencia,-33.42954,-70.62048,1,1,2.0,32172.0,18000.0,22,52,82,357,2,80.0,50172.0,1D+1B,339720.0,500580.0,661440.0,983160.0
5549,24797776,187473441,Santiago,-33.43463,-70.64083000000001,2,3,3.0,40215.0,20000.0,0,0,4,83,10,100.0,60215.0,3D+2B,422150.0,623225.0,824300.0,1226450.0
5550,24801225,113957754,Providencia,-33.42499,-70.61846,1,1,1.0,34853.0,0.0,0,0,0,13,2,100.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
5551,24803710,185931111,Santiago,-33.44569,-70.64961,2,2,4.0,63003.0,0.0,30,60,90,365,2,90.0,63003.0,2D+2B,630030.0,945045.0,1260060.0,1890090.0
5552,24804673,187522480,Santiago,-33.43688,-70.64506,2,2,2.0,34853.0,5000.0,0,0,0,0,18,100.0,39853.0,2D+2B,353530.0,527795.0,702060.0,1050590.0
5553,24804830,143825236,Providencia,-33.42982,-70.61769,2,2,6.0,54960.0,18000.0,6,26,56,320,59,92.0,72960.0,2D+2B,567600.0,842400.0,1117200.0,1666800.0
5554,24804998,143292553,Las Condes,-33.40017,-70.5726,2,2,4.0,79760.0,30000.0,12,26,56,188,51,100.0,109760.0,2D+2B,827600.0,1226400.0,1625200.0,2422800.0
5557,24817305,149995045,Providencia,-33.42162,-70.60835,1,1,1.0,40215.0,0.0,9,39,69,344,22,94.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
5558,24825686,187677018,Santiago,-33.44762,-70.65319000000001,1,1,1.0,23459.0,0.0,1,14,44,134,7,84.0,23459.0,1D+1B,234590.0,351885.0,469180.0,703770.0
5569,24832640,157202997,Recoleta,-33.43307,-70.63750999999999,1,1,2.0,24129.0,10000.0,18,48,78,353,4,85.0,34129.0,1D+1B,251290.0,371935.0,492580.0,733870.0
5571,24834405,167460979,Las Condes,-33.41771,-70.60063000000001,1,1,1.0,38204.0,0.0,28,55,85,360,13,92.0,38204.0,1D+1B,382040.0,573060.0,764080.0,1146120.0
5572,24835571,73177109,Ñuñoa,-33.45222,-70.62881999999999,1,2,2.0,22118.0,12500.0,14,14,14,285,5,96.0,34618.0,2D+1B,233680.0,344270.0,454860.0,676040.0
5573,24852200,96288663,Santiago,-33.44262,-70.64683000000001,1,1,3.0,39545.0,10054.0,30,56,86,356,5,96.0,49599.0,1D+1B,405504.0,603229.0,800954.0,1196404.0
5574,24853620,140149748,Providencia,-33.42096,-70.60927,1,1,3.0,36864.0,0.0,16,46,76,351,6,97.0,36864.0,1D+1B,368640.0,552960.0,737280.0,1105920.0
5576,24856410,46782038,Las Condes,-33.41045,-70.56761,1,1,2.0,37534.0,20000.0,0,0,0,0,25,99.0,57534.0,1D+1B,395340.0,583010.0,770680.0,1146020.0
5580,24884694,184985290,Providencia,-33.43457,-70.62799,1,1,2.0,34853.0,3200.0,22,52,82,357,5,68.0,38053.0,1D+1B,351730.0,525995.0,700260.0,1048790.0
5581,24885060,184985290,Providencia,-33.4261,-70.6171,2,2,3.0,42226.0,5500.0,18,48,78,353,7,89.0,47726.0,2D+2B,427760.0,638890.0,850020.0,1272280.0
5582,24887185,184985290,Providencia,-33.4243,-70.61015,1,1,2.0,36193.0,9900.0,22,52,82,357,14,89.0,46093.0,1D+1B,371830.0,552795.0,733760.0,1095690.0
5584,24889516,184985290,Providencia,-33.42937,-70.62028000000001,1,1,1.0,34853.0,6500.0,22,52,82,357,16,86.0,41353.0,1D+1B,355030.0,529295.0,703560.0,1052090.0
5585,24892712,58026438,Santiago,-33.4407,-70.64214,1,1,1.0,34853.0,18600.0,30,60,90,365,2,100.0,53453.0,1D+1B,367130.0,541395.0,715660.0,1064190.0
5586,24894155,188209944,Providencia,-33.42296,-70.61135999999999,2,2,3.0,50269.0,0.0,6,34,60,129,31,98.0,50269.0,2D+2B,502690.0,754035.0,1005380.0,1508070.0
5587,24894564,52661582,Santiago,-33.44708,-70.63616999999999,2,3,5.0,77079.0,10054.0,9,31,54,296,21,94.0,87133.0,3D+2B,780844.0,1166239.0,1551634.0,2322424.0
5589,24895555,158725615,Providencia,-33.42456,-70.61196,1,1,1.0,30831.0,20000.0,22,52,82,357,6,93.0,50831.0,1D+1B,328310.0,482465.0,636620.0,944930.0
5590,24896132,188231271,Santiago,-33.44866,-70.64647,1,2,3.0,23459.0,7000.0,17,42,67,334,1,100.0,30459.0,2D+1B,241590.0,358885.0,476180.0,710770.0
5591,24896616,172152962,Santiago,-33.4587,-70.63869,1,2,3.0,22118.0,15000.0,11,30,48,48,33,100.0,37118.0,2D+1B,236180.0,346770.0,457360.0,678540.0
5594,24907684,188308140,Las Condes,-33.41528,-70.58939000000001,1,1,2.0,29491.0,14000.0,15,43,73,348,36,89.0,43491.0,1D+1B,308910.0,456365.0,603820.0,898730.0
5596,24911255,180349237,Providencia,-33.42481,-70.61023,2,2,4.0,54960.0,10000.0,29,59,89,179,15,100.0,64960.0,2D+2B,559600.0,834400.0,1109200.0,1658800.0
5597,24911311,156172939,Providencia,-33.43745,-70.6282,1,1,1.0,17426.0,10000.0,0,0,0,0,4,100.0,27426.0,1D+1B,184260.0,271390.0,358520.0,532780.0
5598,24912445,186943733,Santiago,-33.44087,-70.65621999999999,1,2,3.0,40215.0,0.0,30,60,90,365,1,20.0,40215.0,2D+1B,402150.0,603225.0,804300.0,1206450.0
5601,24917315,165811440,Vitacura,-33.38234,-70.56964,1,1,2.0,34183.0,10000.0,26,46,76,166,26,92.0,44183.0,1D+1B,351830.0,522745.0,693660.0,1035490.0
5602,24917382,778300,Providencia,-33.44788,-70.63001,1,1,2.0,30161.0,33000.0,7,7,34,309,6,93.0,63161.0,1D+1B,334610.0,485415.0,636220.0,937830.0
5603,24918851,32199885,Providencia,-33.42989,-70.61623,2,2,3.0,66355.0,16756.0,0,0,12,201,4,100.0,83111.0,2D+2B,680306.0,1012081.0,1343856.0,2007406.0
5606,24936328,37440736,Estación Central,-33.4582,-70.70219,2,2,3.0,44907.0,15000.0,25,54,84,264,2,100.0,59907.0,2D+2B,464070.0,688605.0,913140.0,1362210.0
5607,24938047,188533458,Las Condes,-33.40399,-70.54488,2,3,5.0,44236.0,0.0,15,45,75,350,17,96.0,44236.0,3D+2B,442360.0,663540.0,884720.0,1327080.0
5609,24945617,24735447,Providencia,-33.42519,-70.61199,1,1,2.0,30831.0,5000.0,22,52,82,357,5,84.0,35831.0,1D+1B,313310.0,467465.0,621620.0,929930.0
5610,24945889,184985290,Providencia,-33.42502,-70.61206999999999,1,1,2.0,33512.0,6702.0,22,52,82,357,1,80.0,40214.0,1D+1B,341822.0,509382.0,676942.0,1012062.0
5612,24954980,101041292,Providencia,-33.44665,-70.63247,1,1,1.0,26140.0,8000.0,0,0,0,0,10,96.0,34140.0,1D+1B,269400.0,400100.0,530800.0,792200.0
5613,24957516,158725615,Providencia,-33.42518,-70.61164000000001,1,1,2.0,30831.0,6500.0,22,52,82,357,9,82.0,37331.0,1D+1B,314810.0,468965.0,623120.0,931430.0
5614,24957924,158725615,Providencia,-33.42445,-70.61003000000001,1,1,2.0,30831.0,7000.0,22,52,82,357,3,60.0,37831.0,1D+1B,315310.0,469465.0,623620.0,931930.0
5615,24959140,154109510,Santiago,-33.44682,-70.63434000000001,1,1,1.0,28150.0,0.0,25,55,85,360,25,92.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
5616,24960197,24372215,Las Condes,-33.40008,-70.57406,2,2,3.0,67025.0,33512.0,13,36,66,328,1,100.0,100537.0,2D+2B,703762.0,1038887.0,1374012.0,2044262.0
5617,24961405,188710160,Santiago,-33.44643,-70.66685,1,1,1.0,16086.0,4021.0,0,0,0,0,56,87.0,20107.0,1D+1B,164881.0,245311.0,325741.0,486601.0
5618,24961606,188710954,Providencia,-33.42442,-70.62169,1,1,1.0,24799.0,25000.0,0,0,0,253,19,98.0,49799.0,1D+1B,272990.0,396985.0,520980.0,768970.0
5619,24961998,181823443,Santiago,-33.44343,-70.67598000000001,1,1,1.0,18767.0,0.0,0,0,0,0,11,96.0,18767.0,1D+1B,187670.0,281505.0,375340.0,563010.0
5620,24963618,182637620,Vitacura,-33.40005,-70.57687,2,2,4.0,63003.0,25000.0,25,55,85,85,7,100.0,88003.0,2D+2B,655030.0,970045.0,1285060.0,1915090.0
5622,24964711,47139279,Santiago,-33.45011,-70.65174,1,1,1.0,24799.0,40000.0,27,57,87,87,2,100.0,64799.0,1D+1B,287990.0,411985.0,535980.0,783970.0
5624,24965405,28999118,Santiago,-33.44663,-70.6516,1,1,1.0,24799.0,4000.0,27,57,87,362,10,88.0,28799.0,1D+1B,251990.0,375985.0,499980.0,747970.0
5625,24966230,158725615,Providencia,-33.42481,-70.61128000000001,1,1,2.0,30831.0,9800.0,21,51,81,356,23,86.0,40631.0,1D+1B,318110.0,472265.0,626420.0,934730.0
5626,24966394,188743623,Recoleta,-33.42692,-70.63852,1,1,1.0,30161.0,0.0,0,0,0,104,8,98.0,30161.0,1D+1B,301610.0,452415.0,603220.0,904830.0
5627,24967046,40430742,Providencia,-33.43051,-70.63396999999999,1,2,3.0,40215.0,0.0,17,40,70,337,24,100.0,40215.0,2D+1B,402150.0,603225.0,804300.0,1206450.0
5628,24967645,110139609,Santiago,-33.45227,-70.64976,1,1,1.0,22118.0,8000.0,14,22,45,124,5,100.0,30118.0,1D+1B,229180.0,339770.0,450360.0,671540.0
5629,24969713,188772404,Santiago,-33.43517,-70.65704000000001,1,1,2.0,20107.0,15000.0,3,32,58,58,45,98.0,35107.0,1D+1B,216070.0,316605.0,417140.0,618210.0
5630,24972228,187372244,Providencia,-33.42149000000001,-70.61049,1,1,1.0,34853.0,12000.0,7,30,54,72,29,94.0,46853.0,1D+1B,360530.0,534795.0,709060.0,1057590.0
5631,24984379,14043708,Las Condes,-33.40374,-70.55493,1,1,2.0,48258.0,0.0,0,0,0,0,3,93.0,48258.0,1D+1B,482580.0,723870.0,965160.0,1447740.0
5632,24985065,14043708,Las Condes,-33.40191,-70.55614,1,1,2.0,48258.0,0.0,0,0,0,0,5,84.0,48258.0,1D+1B,482580.0,723870.0,965160.0,1447740.0
5633,24985359,14043708,Las Condes,-33.40359,-70.55598,1,1,2.0,48258.0,0.0,0,0,0,0,9,89.0,48258.0,1D+1B,482580.0,723870.0,965160.0,1447740.0
5635,24989355,103008610,Providencia,-33.43007,-70.61928,1,1,4.0,50269.0,0.0,29,59,89,364,3,100.0,50269.0,1D+1B,502690.0,754035.0,1005380.0,1508070.0
5638,24992243,66749177,Santiago,-33.45458,-70.65762,1,1,2.0,36193.0,0.0,6,17,37,249,3,100.0,36193.0,1D+1B,361930.0,542895.0,723860.0,1085790.0
5648,25013784,7154794,Las Condes,-33.41546,-70.58965,1,1,1.0,37534.0,26810.0,15,41,71,71,1,100.0,64344.0,1D+1B,402150.0,589820.0,777490.0,1152830.0
5652,25027851,99215123,Recoleta,-33.43317,-70.64062,1,1,3.0,28150.0,15000.0,14,41,71,337,17,99.0,43150.0,1D+1B,296500.0,437250.0,578000.0,859500.0
5654,25028730,175513927,Santiago,-33.44193,-70.64822,1,1,2.0,21448.0,0.0,10,38,68,158,111,95.0,21448.0,1D+1B,214480.0,321720.0,428960.0,643440.0
5662,25072197,189539733,Providencia,-33.42460999999999,-70.61573,1,1,2.0,38204.0,0.0,30,60,90,365,4,80.0,38204.0,1D+1B,382040.0,573060.0,764080.0,1146120.0
5664,25072443,39039845,Providencia,-33.41897,-70.60516,1,1,2.0,54290.0,22118.0,11,40,70,345,2,60.0,76408.0,1D+1B,565018.0,836468.0,1107918.0,1650818.0
5665,25077159,189571877,Providencia,-33.42394,-70.61251,1,1,1.0,30831.0,0.0,23,48,78,353,17,95.0,30831.0,1D+1B,308310.0,462465.0,616620.0,924930.0
5666,25079577,176086297,Providencia,-33.4246,-70.59943,1,1,1.0,24799.0,15000.0,0,0,0,0,2,100.0,39799.0,1D+1B,262990.0,386985.0,510980.0,758970.0
5667,25079755,102531242,Las Condes,-33.40092,-70.5709,2,2,3.0,79760.0,26140.0,10,36,66,341,23,95.0,105900.0,2D+2B,823740.0,1222540.0,1621340.0,2418940.0
5668,25081424,9232316,Las Condes,-33.41863,-70.59711999999999,2,2,3.0,61663.0,30000.0,12,42,72,252,6,97.0,91663.0,2D+2B,646630.0,954945.0,1263260.0,1879890.0
5669,25081916,188039746,Providencia,-33.42315,-70.61129,1,1,1.0,30161.0,10000.0,29,59,89,364,12,91.0,40161.0,1D+1B,311610.0,462415.0,613220.0,914830.0
5671,25084058,80882766,Providencia,-33.4254,-70.61079000000001,1,1,2.0,30161.0,20000.0,27,57,87,362,8,91.0,50161.0,1D+1B,321610.0,472415.0,623220.0,924830.0
5672,25084982,80882766,Providencia,-33.42593,-70.612,1,1,1.0,30161.0,20000.0,30,60,90,365,6,90.0,50161.0,1D+1B,321610.0,472415.0,623220.0,924830.0
5673,25095307,115620078,Las Condes,-33.40019,-70.57291,2,2,6.0,69706.0,30990.0,0,13,43,133,15,96.0,100696.0,2D+2B,728050.0,1076580.0,1425110.0,2122170.0
5675,25101026,189627870,Las Condes,-33.40113,-70.57203,2,2,3.0,30161.0,35000.0,18,48,78,168,26,97.0,65161.0,2D+2B,336610.0,487415.0,638220.0,939830.0
5676,25105213,158725615,Providencia,-33.4248,-70.61036,1,1,1.0,33512.0,8043.0,22,52,82,357,1,100.0,41555.0,1D+1B,343163.0,510723.0,678283.0,1013403.0
5677,25105561,158725615,Providencia,-33.42371,-70.60989000000001,1,1,1.0,33512.0,3351.0,22,52,82,357,1,40.0,36863.0,1D+1B,338471.0,506031.0,673591.0,1008711.0
5678,25106287,184985290,Providencia,-33.42326,-70.60991,2,2,2.0,42896.0,10724.0,27,57,87,362,9,87.0,53620.0,2D+2B,439684.0,654164.0,868644.0,1297604.0
5679,25108643,189788408,Santiago,-33.44719,-70.6378,1,1,1.0,30161.0,30000.0,12,34,57,327,23,80.0,60161.0,1D+1B,331610.0,482415.0,633220.0,934830.0
5681,25109990,189788408,Santiago,-33.45691,-70.6412,1,1,1.0,34853.0,30000.0,28,55,81,331,4,85.0,64853.0,1D+1B,378530.0,552795.0,727060.0,1075590.0
5682,25110715,189804625,Las Condes,-33.41325,-70.58376,2,2,3.0,46247.0,40000.0,26,56,86,266,7,94.0,86247.0,2D+2B,502470.0,733705.0,964940.0,1427410.0
5683,25110788,189393821,Ñuñoa,-33.44929,-70.62545,1,1,2.0,39545.0,5000.0,1,1,2,12,24,99.0,44545.0,1D+1B,400450.0,598175.0,795900.0,1191350.0
5685,25127751,189919283,Santiago,-33.44341,-70.65943,1,1,1.0,16756.0,12000.0,21,51,81,161,26,92.0,28756.0,1D+1B,179560.0,263340.0,347120.0,514680.0
5686,25131081,178263975,Santiago,-33.45329,-70.6421,1,1,4.0,24799.0,30000.0,0,0,0,121,2,100.0,54799.0,1D+1B,277990.0,401985.0,525980.0,773970.0
5687,25131351,67259282,Providencia,-33.43117,-70.63061,2,2,3.0,44907.0,15000.0,22,52,82,82,5,96.0,59907.0,2D+2B,464070.0,688605.0,913140.0,1362210.0
5688,25131859,159746720,Las Condes,-33.41607,-70.5882,1,1,2.0,46917.0,20000.0,6,29,59,334,16,88.0,66917.0,1D+1B,489170.0,723755.0,958340.0,1427510.0
5689,25133049,159746720,Las Condes,-33.4152,-70.58609,1,1,1.0,30161.0,20000.0,13,43,73,341,8,93.0,50161.0,1D+1B,321610.0,472415.0,623220.0,924830.0
5691,25135604,159746720,Santiago,-33.44426,-70.63781,1,1,1.0,24799.0,22000.0,15,38,68,332,5,100.0,46799.0,1D+1B,269990.0,393985.0,517980.0,765970.0
5692,25137429,178263975,Santiago,-33.45197,-70.64177,2,3,7.0,54960.0,40000.0,22,41,71,221,14,100.0,94960.0,3D+2B,589600.0,864400.0,1139200.0,1688800.0
5693,25138970,189997037,Las Condes,-33.40034,-70.55675,1,1,1.0,34853.0,0.0,0,13,43,318,1,20.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
5696,25142015,92505799,Santiago,-33.45762,-70.65943,1,1,1.0,15416.0,15000.0,0,0,0,0,9,98.0,30416.0,1D+1B,169160.0,246240.0,323320.0,477480.0
5697,25143185,105465561,Providencia,-33.42993,-70.62249,1,1,1.0,30831.0,25000.0,3,13,40,275,34,100.0,55831.0,1D+1B,333310.0,487465.0,641620.0,949930.0
5698,25144192,189583319,Santiago,-33.43868,-70.6474,1,1,2.0,30161.0,7000.0,11,22,41,167,44,96.0,37161.0,1D+1B,308610.0,459415.0,610220.0,911830.0
5700,25155149,177305511,Providencia,-33.4287,-70.61255,1,1,2.0,48258.0,0.0,0,0,12,287,1,100.0,48258.0,1D+1B,482580.0,723870.0,965160.0,1447740.0
5701,25157126,187359582,Santiago,-33.44672,-70.65274000000001,1,1,1.0,24799.0,0.0,13,43,73,306,11,100.0,24799.0,1D+1B,247990.0,371985.0,495980.0,743970.0
5703,25169507,56042710,Ñuñoa,-33.45143,-70.6302,2,2,3.0,40215.0,25000.0,0,29,59,59,13,95.0,65215.0,2D+2B,427150.0,628225.0,829300.0,1231450.0
5705,25170110,184985290,Providencia,-33.42522,-70.60978,1,1,2.0,32172.0,6200.0,22,52,82,357,1,40.0,38372.0,1D+1B,327920.0,488780.0,649640.0,971360.0
5706,25181368,184985290,Providencia,-33.42452,-70.61556999999999,1,1,2.0,30831.0,5500.0,22,52,82,357,4,85.0,36331.0,1D+1B,313810.0,467965.0,622120.0,930430.0
5707,25183601,188381903,Santiago,-33.43539000000001,-70.64374000000001,1,1,1.0,44236.0,20000.0,28,58,88,178,13,95.0,64236.0,1D+1B,462360.0,683540.0,904720.0,1347080.0
5708,25184915,188398738,Santiago,-33.45173,-70.64716999999999,1,1,2.0,26810.0,20107.0,25,55,85,360,1,100.0,46917.0,1D+1B,288207.0,422257.0,556307.0,824407.0
5709,25190398,52220868,Santiago,-33.43602,-70.65819,1,1,1.0,30831.0,20274.0,7,23,52,327,39,99.0,51105.0,1D+1B,328584.0,482739.0,636894.0,945204.0
5710,25190860,47139279,Santiago,-33.44839,-70.65169,1,1,1.0,22118.0,0.0,25,55,85,360,6,83.0,22118.0,1D+1B,221180.0,331770.0,442360.0,663540.0
5712,25194000,165886656,Providencia,-33.43544,-70.62905,1,1,1.0,46247.0,20000.0,0,0,0,0,1,100.0,66247.0,1D+1B,482470.0,713705.0,944940.0,1407410.0
5713,25208123,52220868,Santiago,-33.43801,-70.6588,1,1,1.0,32842.0,19620.0,4,10,31,280,62,97.0,52462.0,1D+1B,348040.0,512250.0,676460.0,1004880.0
5715,25212444,190007137,Providencia,-33.43418,-70.61276,1,1,1.0,30161.0,0.0,27,54,84,359,41,95.0,30161.0,1D+1B,301610.0,452415.0,603220.0,904830.0
5716,25212853,184985290,Providencia,-33.4231,-70.61189,1,1,1.0,32172.0,6500.0,22,52,82,357,2,60.0,38672.0,1D+1B,328220.0,489080.0,649940.0,971660.0
5719,25233621,155282595,Las Condes,-33.40715,-70.55685,1,1,2.0,38204.0,17000.0,17,31,61,336,18,99.0,55204.0,1D+1B,399040.0,590060.0,781080.0,1163120.0
5720,25233900,50018202,Las Condes,-33.41066,-70.56564,1,1,1.0,33512.0,0.0,0,13,43,318,6,100.0,33512.0,1D+1B,335120.0,502680.0,670240.0,1005360.0
5721,25234081,37677593,Santiago,-33.43571,-70.6574,1,1,1.0,26810.0,22000.0,0,0,0,168,7,100.0,48810.0,1D+1B,290100.0,424150.0,558200.0,826300.0
5722,25236364,182777576,Santiago,-33.44072,-70.65633000000001,1,2,3.0,26810.0,0.0,26,54,84,359,14,89.0,26810.0,2D+1B,268100.0,402150.0,536200.0,804300.0
5724,25252730,80882766,Providencia,-33.42396,-70.61048000000001,1,2,2.0,30161.0,20000.0,29,59,89,364,7,83.0,50161.0,2D+1B,321610.0,472415.0,623220.0,924830.0
5726,25256277,118719791,Providencia,-33.42715,-70.60656,1,1,3.0,54960.0,0.0,30,60,90,365,1,100.0,54960.0,1D+1B,549600.0,824400.0,1099200.0,1648800.0
5728,25284922,169349139,Vitacura,-33.39854,-70.57302,2,2,3.0,55631.0,17500.0,8,30,60,325,8,90.0,73131.0,2D+2B,573810.0,851965.0,1130120.0,1686430.0
5730,25288049,152049466,Santiago,-33.44927,-70.64331999999999,1,1,2.0,24799.0,20000.0,0,0,0,0,16,98.0,44799.0,1D+1B,267990.0,391985.0,515980.0,763970.0
5732,25291851,184985290,Providencia,-33.4252,-70.61164000000001,1,1,2.0,34853.0,6200.0,13,37,67,342,4,100.0,41053.0,1D+1B,354730.0,528995.0,703260.0,1051790.0
5733,25292230,184985290,Providencia,-33.42502,-70.61119000000001,1,1,2.0,26140.0,6000.0,27,57,87,362,1,40.0,32140.0,1D+1B,267400.0,398100.0,528800.0,790200.0
5734,25292443,184985290,Providencia,-33.42331,-70.61168,1,1,2.0,26810.0,4200.0,22,52,82,357,9,87.0,31010.0,1D+1B,272300.0,406350.0,540400.0,808500.0
5735,25292600,184985290,Providencia,-33.4285,-70.6204,1,1,2.0,34853.0,11800.0,16,46,76,344,21,87.0,46653.0,1D+1B,360330.0,534595.0,708860.0,1057390.0
5736,25292936,155417746,Santiago,-33.44876,-70.65383,1,2,2.0,26810.0,0.0,0,13,43,318,1,100.0,26810.0,2D+1B,268100.0,402150.0,536200.0,804300.0
5737,25293295,184985290,Providencia,-33.42612,-70.61694,1,1,2.0,26140.0,7500.0,22,52,82,357,5,84.0,33640.0,1D+1B,268900.0,399600.0,530300.0,791700.0
5740,25297776,184985290,Providencia,-33.42599000000001,-70.61561999999999,1,1,1.0,30831.0,6200.0,22,52,82,357,2,60.0,37031.0,1D+1B,314510.0,468665.0,622820.0,931130.0
5741,25297912,184985290,Providencia,-33.4267,-70.61577,1,1,1.0,30831.0,9200.0,27,57,87,362,3,67.0,40031.0,1D+1B,317510.0,471665.0,625820.0,934130.0
5743,25314860,161304917,Providencia,-33.41843,-70.60263,2,2,6.0,65684.0,26179.0,9,22,42,278,39,99.0,91863.0,2D+2B,683019.0,1011439.0,1339859.0,1996699.0
