,id,host_id,comuna,latitude,longitude,bathrooms,bedrooms,beds,price,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,total_price,tipo,ingresos_25p,ingresos_50p,ingresos_75p,ingresos_100p
2,50474,231667,Las Condes,-33.41014000000001,-70.57585,1,1,1.0,36864.0,36864.0,9,22,52,327,90,92.0,73728.0,1D+1B,405504.0,589824.0,774144.0,1142784.0
3,52811,244792,Providencia,-33.42889,-70.61988000000001,1,1,1.0,50269.0,26810.0,28,58,88,363,42,91.0,77079.0,1D+1B,529500.0,780845.0,1032190.0,1534880.0
4,53917,252213,Santiago,-33.43524,-70.64544000000001,1,1,1.0,28150.0,0.0,0,3,33,33,7,94.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
5,55303,261079,Providencia,-33.42329,-70.60885999999999,2,2,4.0,73727.0,0.0,30,60,90,365,2,100.0,73727.0,2D+2B,737270.0,1105905.0,1474540.0,2211810.0
6,55884,264378,Santiago,-33.43518,-70.65786,1,1,2.0,22788.0,18767.0,13,32,53,314,208,93.0,41555.0,1D+1B,246647.0,360587.0,474527.0,702407.0
7,69050,344461,Santiago,-33.44755,-70.65298,1,1,2.0,46917.0,0.0,30,60,90,365,7,93.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
9,85324,467328,Santiago,-33.45417,-70.652,1,1,1.0,40215.0,20107.0,13,42,72,347,10,87.0,60322.0,1D+1B,422257.0,623332.0,824407.0,1226557.0
10,88944,485358,Providencia,-33.4222,-70.60846,1,1,1.0,26810.0,33512.0,5,11,31,270,138,94.0,60322.0,1D+1B,301612.0,435662.0,569712.0,837812.0
12,90694,491253,Providencia,-33.4259,-70.61692,1,1,1.0,48928.0,26810.0,4,34,64,339,54,93.0,75738.0,1D+1B,516090.0,760730.0,1005370.0,1494650.0
15,100928,529578,Santiago,-33.43419,-70.65823,1,1,2.0,26810.0,16756.0,29,59,89,364,3,100.0,43566.0,1D+1B,284856.0,418906.0,552956.0,821056.0
17,122810,614958,Recoleta,-33.42361,-70.63984,1,1,1.0,24799.0,0.0,1,1,16,242,8,100.0,24799.0,1D+1B,247990.0,371985.0,495980.0,743970.0
18,135927,491253,Providencia,-33.42989,-70.62278,2,2,4.0,79760.0,32842.0,30,60,90,365,37,95.0,112602.0,2D+2B,830442.0,1229242.0,1628042.0,2425642.0
20,139484,678317,Santiago,-33.43489,-70.64532,1,1,1.0,20107.0,27480.0,30,60,90,365,11,93.0,47587.0,1D+1B,228550.0,329085.0,429620.0,630690.0
21,154395,716143,Las Condes,-33.41385,-70.58173000000001,2,2,4.0,47588.0,0.0,22,52,82,357,156,98.0,47588.0,2D+2B,475880.0,713820.0,951760.0,1427640.0
22,154615,743719,Las Condes,-33.41520999999999,-70.60155999999999,1,1,1.0,30161.0,13405.0,13,43,73,348,32,88.0,43566.0,1D+1B,315015.0,465820.0,616625.0,918235.0
23,156413,752058,Recoleta,-33.43336,-70.64288,1,1,1.0,24799.0,16756.0,0,10,40,315,35,90.0,41555.0,1D+1B,264746.0,388741.0,512736.0,760726.0
24,160729,769822,Providencia,-33.44885,-70.6315,1,1,3.0,30161.0,13405.0,3,8,20,20,5,100.0,43566.0,1D+1B,315015.0,465820.0,616625.0,918235.0
25,164403,784171,Recoleta,-33.42264,-70.64291999999999,2,3,6.0,33512.0,32842.0,20,50,80,327,34,92.0,66354.0,3D+2B,367962.0,535522.0,703082.0,1038202.0
27,184785,886519,Providencia,-33.42457,-70.61673,1,2,5.0,34853.0,21156.0,11,40,70,345,54,86.0,56009.0,2D+1B,369686.0,543951.0,718216.0,1066746.0
28,189966,916920,Recoleta,-33.42843,-70.64274,2,3,4.0,50269.0,13405.0,24,54,84,286,244,92.0,63674.0,3D+2B,516095.0,767440.0,1018785.0,1521475.0
29,191754,927912,Santiago,-33.43956,-70.65692,1,1,1.0,22118.0,13405.0,0,2,30,283,105,95.0,35523.0,1D+1B,234585.0,345175.0,455765.0,676945.0
30,198793,504818,Santiago,-33.44785,-70.64276,1,2,2.0,34183.0,0.0,21,47,77,352,132,84.0,34183.0,2D+1B,341830.0,512745.0,683660.0,1025490.0
31,202286,980389,Recoleta,-33.43183,-70.64657,1,1,1.0,32842.0,11000.0,12,27,55,301,321,92.0,43842.0,1D+1B,339420.0,503630.0,667840.0,996260.0
32,226779,504818,Santiago,-33.4495,-70.64113,1,2,2.0,35523.0,0.0,6,6,6,280,68,81.0,35523.0,2D+1B,355230.0,532845.0,710460.0,1065690.0
35,242546,1273124,Providencia,-33.43302,-70.63583,1,1,1.0,34853.0,19437.0,16,46,76,246,164,96.0,54290.0,1D+1B,367967.0,542232.0,716497.0,1065027.0
36,243727,504818,Santiago,-33.44798,-70.64074000000001,1,1,1.0,26140.0,0.0,25,55,85,360,170,81.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
37,259656,244792,Providencia,-33.42985,-70.61797,1,1,1.0,50269.0,26810.0,30,60,90,365,33,96.0,77079.0,1D+1B,529500.0,780845.0,1032190.0,1534880.0
38,263490,1382504,Santiago,-33.43267,-70.65924,1,1,2.0,22788.0,15000.0,0,0,2,228,199,91.0,37788.0,1D+1B,242880.0,356820.0,470760.0,698640.0
39,274368,1434751,Santiago,-33.44808,-70.63226999999999,1,1,3.0,33512.0,13405.0,0,0,0,195,4,95.0,46917.0,1D+1B,348525.0,516085.0,683645.0,1018765.0
40,276647,1434751,Santiago,-33.45023,-70.63235999999999,1,1,3.0,34853.0,0.0,0,0,0,226,2,100.0,34853.0,1D+1B,348530.0,522795.0,697060.0,1045590.0
41,280663,1463563,Recoleta,-33.43356,-70.63659,1,1,1.0,46917.0,20107.0,30,60,90,365,28,90.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
42,288216,155589,Recoleta,-33.43214,-70.64775999999999,1,1,1.0,36864.0,30161.0,5,33,63,304,7,94.0,67025.0,1D+1B,398801.0,583121.0,767441.0,1136081.0
43,300895,1549863,Santiago,-33.43173,-70.6589,1,1,3.0,32842.0,13574.0,30,60,90,365,25,86.0,46416.0,1D+1B,341994.0,506204.0,670414.0,998834.0
44,301404,54760,Santiago,-33.44208,-70.64119000000001,1,1,1.0,26140.0,0.0,0,10,40,315,76,98.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
45,310278,1094663,Providencia,-33.43241,-70.60866999999999,1,1,1.0,107240.0,0.0,27,57,87,362,8,90.0,107240.0,1D+1B,1072400.0,1608600.0,2144800.0,3217200.0
46,313213,980389,Recoleta,-33.43186,-70.64714000000001,1,1,1.0,28150.0,11000.0,24,54,84,359,195,91.0,39150.0,1D+1B,292500.0,433250.0,574000.0,855500.0
47,313255,980389,Recoleta,-33.43315,-70.64559,1,1,2.0,26810.0,11000.0,19,49,79,347,201,91.0,37810.0,1D+1B,279100.0,413150.0,547200.0,815300.0
48,313256,980389,Santiago,-33.43396,-70.6479,1,1,1.0,26810.0,11000.0,27,57,87,358,162,94.0,37810.0,1D+1B,279100.0,413150.0,547200.0,815300.0
49,325820,1666498,Santiago,-33.43996,-70.64398,1,1,3.0,56971.0,0.0,30,60,90,365,23,91.0,56971.0,1D+1B,569710.0,854565.0,1139420.0,1709130.0
51,331061,1463563,Providencia,-33.43215,-70.63433,1,1,1.0,43566.0,20107.0,30,60,90,365,17,91.0,63673.0,1D+1B,455767.0,673597.0,891427.0,1327087.0
54,354516,1463563,Providencia,-33.43366,-70.63463,2,2,4.0,63674.0,20107.0,30,60,90,365,54,85.0,83781.0,2D+2B,656847.0,975217.0,1293587.0,1930327.0
55,355094,1797709,Providencia,-33.43002,-70.61885,1,1,1.0,40215.0,0.0,30,60,90,365,26,89.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
57,413796,504818,Santiago,-33.44814,-70.64268,1,1,2.0,32842.0,0.0,14,41,71,346,78,84.0,32842.0,1D+1B,328420.0,492630.0,656840.0,985260.0
58,414512,2061432,Vitacura,-33.39803,-70.59028,2,2,3.0,91824.0,36864.0,3,3,32,302,35,99.0,128688.0,2D+2B,955104.0,1414224.0,1873344.0,2791584.0
59,418760,826960,Santiago,-33.43407,-70.65293,1,1,1.0,26140.0,10000.0,0,0,10,263,59,92.0,36140.0,1D+1B,271400.0,402100.0,532800.0,794200.0
61,430439,2139787,Las Condes,-33.40787,-70.54919,2,3,6.0,65014.0,30000.0,9,9,9,229,74,87.0,95014.0,3D+2B,680140.0,1005210.0,1330280.0,1980420.0
62,447699,974151,Las Condes,-33.41772,-70.55736999999999,2,2,2.0,36193.0,30161.0,20,50,80,292,5,96.0,66354.0,2D+2B,392091.0,573056.0,754021.0,1115951.0
63,456433,2269419,Santiago,-33.4383,-70.64459000000001,1,1,1.0,26810.0,6702.0,0,19,49,49,49,95.0,33512.0,1D+1B,274802.0,408852.0,542902.0,811002.0
65,499566,2041286,Santiago,-33.43725999999999,-70.64449,1,1,1.0,36864.0,26810.0,28,58,88,363,29,93.0,63674.0,1D+1B,395450.0,579770.0,764090.0,1132730.0
67,508246,2504868,Santiago,-33.45019,-70.63346,2,2,4.0,34853.0,0.0,29,59,89,364,11,92.0,34853.0,2D+2B,348530.0,522795.0,697060.0,1045590.0
69,517607,2533405,Ñuñoa,-33.45374,-70.57676,1,1,2.0,50269.0,20107.0,30,60,90,365,1,80.0,70376.0,1D+1B,522797.0,774142.0,1025487.0,1528177.0
71,533042,2619406,Providencia,-33.42845,-70.61774,1,1,2.0,36864.0,0.0,8,34,64,151,74,93.0,36864.0,1D+1B,368640.0,552960.0,737280.0,1105920.0
72,550914,1489377,Santiago,-33.43983,-70.65949,2,2,1.0,36864.0,0.0,30,60,90,365,3,100.0,36864.0,2D+2B,368640.0,552960.0,737280.0,1105920.0
74,558026,2743887,Providencia,-33.43399,-70.62609,1,1,1.0,38204.0,15000.0,29,59,89,364,6,97.0,53204.0,1D+1B,397040.0,588060.0,779080.0,1161120.0
75,559852,2752180,Providencia,-33.42649,-70.61570999999999,1,2,3.0,73727.0,0.0,29,59,89,364,11,85.0,73727.0,2D+1B,737270.0,1105905.0,1474540.0,2211810.0
76,562225,2764816,Santiago,-33.44807,-70.63831,1,1,3.0,24799.0,10000.0,28,58,88,363,1,80.0,34799.0,1D+1B,257990.0,381985.0,505980.0,753970.0
77,564038,2773531,Santiago,-33.43810999999999,-70.64546999999999,1,1,2.0,56971.0,0.0,30,60,90,365,1,77.0,56971.0,1D+1B,569710.0,854565.0,1139420.0,1709130.0
78,566139,2784499,Providencia,-33.4262,-70.61853,2,2,4.0,44236.0,0.0,28,58,88,363,150,89.0,44236.0,2D+2B,442360.0,663540.0,884720.0,1327080.0
79,580158,231667,Las Condes,-33.39833,-70.57184000000001,2,2,3.0,90484.0,43566.0,22,52,82,357,120,94.0,134050.0,2D+2B,948406.0,1400826.0,1853246.0,2758086.0
80,600739,2752180,Providencia,-33.42492,-70.61605,1,2,3.0,73727.0,0.0,30,60,90,365,22,87.0,73727.0,2D+1B,737270.0,1105905.0,1474540.0,2211810.0
81,600741,2752180,Providencia,-33.42462,-70.61619,1,1,1.0,46917.0,0.0,28,58,88,363,9,87.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
82,621255,3079273,Providencia,-33.43453,-70.6354,1,1,2.0,50269.0,0.0,25,55,85,360,29,96.0,50269.0,1D+1B,502690.0,754035.0,1005380.0,1508070.0
83,622498,3085810,Las Condes,-33.41308,-70.58804,1,1,1.0,73727.0,26810.0,18,48,78,168,21,99.0,100537.0,1D+1B,764080.0,1132715.0,1501350.0,2238620.0
84,647764,2037526,Providencia,-33.42609,-70.60596,1,1,1.0,33512.0,0.0,0,0,12,287,54,82.0,33512.0,1D+1B,335120.0,502680.0,670240.0,1005360.0
85,647775,2037526,Providencia,-33.42636,-70.60622,1,1,1.0,36864.0,6702.0,26,56,86,361,7,87.0,43566.0,1D+1B,375342.0,559662.0,743982.0,1112622.0
86,652562,4474370,Las Condes,-33.41308,-70.58714,1,1,2.0,46917.0,20107.0,27,57,87,362,35,93.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
87,668257,2645138,Las Condes,-33.41795,-70.58175,2,2,2.0,80430.0,0.0,23,53,83,358,18,99.0,80430.0,2D+2B,804300.0,1206450.0,1608600.0,2412900.0
88,670113,264378,Santiago,-33.43539000000001,-70.65737,1,1,2.0,25469.0,18767.0,5,28,56,322,221,89.0,44236.0,1D+1B,273457.0,400802.0,528147.0,782837.0
90,680200,3079273,Providencia,-33.43451,-70.63486,1,1,1.0,40215.0,0.0,25,55,85,360,11,96.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
91,683664,3329548,Santiago,-33.44245,-70.64234,1,1,1.0,39545.0,13405.0,30,60,90,365,5,100.0,52950.0,1D+1B,408855.0,606580.0,804305.0,1199755.0
92,686444,3079273,Providencia,-33.43271,-70.63458,1,1,1.0,40215.0,0.0,26,56,86,361,7,100.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
93,699627,504818,Santiago,-33.44766,-70.64059,1,1,1.0,26140.0,0.0,18,48,78,353,157,85.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
94,709517,3650712,Providencia,-33.42614,-70.61725,1,1,1.0,36864.0,0.0,29,59,89,364,32,90.0,36864.0,1D+1B,368640.0,552960.0,737280.0,1105920.0
95,724997,3746966,Providencia,-33.42333,-70.60571,2,2,2.0,30161.0,25000.0,26,56,86,176,3,90.0,55161.0,2D+2B,326610.0,477415.0,628220.0,929830.0
96,725463,3751231,Providencia,-33.41970999999999,-70.60915,1,1,1.0,53620.0,0.0,30,60,90,365,2,100.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
97,726012,3751231,Santiago,-33.44146,-70.6463,1,2,3.0,53620.0,0.0,30,60,90,365,9,89.0,53620.0,2D+1B,536200.0,804300.0,1072400.0,1608600.0
98,730437,3079273,Recoleta,-33.43212,-70.63646999999999,1,1,1.0,40215.0,0.0,25,55,85,360,20,96.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
99,752562,491253,Santiago,-33.44152,-70.66229,1,1,1.0,52950.0,26810.0,30,60,90,365,1,100.0,79760.0,1D+1B,556310.0,821060.0,1085810.0,1615310.0
102,777178,3761736,Providencia,-33.44446,-70.63271,1,1,2.0,20107.0,16756.0,0,0,27,159,69,96.0,36863.0,1D+1B,217826.0,318361.0,418896.0,619966.0
103,795701,4191304,Santiago,-33.44128,-70.6563,2,2,4.0,36864.0,0.0,29,59,89,364,18,91.0,36864.0,2D+2B,368640.0,552960.0,737280.0,1105920.0
104,798444,4204978,Santiago,-33.43582,-70.64698,1,2,5.0,36864.0,13405.0,26,50,74,322,12,82.0,50269.0,2D+1B,382045.0,566365.0,750685.0,1119325.0
105,798907,1571003,Recoleta,-33.43151,-70.65042,1,1,2.0,22118.0,30000.0,8,38,68,343,159,93.0,52118.0,1D+1B,251180.0,361770.0,472360.0,693540.0
106,814875,2784499,Providencia,-33.42642,-70.6174,1,1,3.0,37534.0,0.0,25,55,85,360,103,93.0,37534.0,1D+1B,375340.0,563010.0,750680.0,1126020.0
107,824039,4326439,Providencia,-33.42791,-70.62266,1,1,1.0,39545.0,20107.0,7,19,20,231,192,99.0,59652.0,1D+1B,415557.0,613282.0,811007.0,1206457.0
109,827951,4341142,Santiago,-33.43998,-70.64208,1,2,3.0,99197.0,0.0,20,44,74,349,17,93.0,99197.0,2D+1B,991970.0,1487955.0,1983940.0,2975910.0
110,828193,2037526,Las Condes,-33.40692,-70.56867,1,1,1.0,38204.0,10724.0,24,54,84,359,19,93.0,48928.0,1D+1B,392764.0,583784.0,774804.0,1156844.0
111,828660,4344010,Ñuñoa,-33.45535,-70.59222,1,1,1.0,26810.0,0.0,1,15,45,320,6,88.0,26810.0,1D+1B,268100.0,402150.0,536200.0,804300.0
113,853063,3079273,Recoleta,-33.4344,-70.63667,1,1,1.0,38874.0,0.0,0,0,13,288,29,93.0,38874.0,1D+1B,388740.0,583110.0,777480.0,1166220.0
114,858097,743719,Las Condes,-33.41726,-70.60226999999999,1,1,1.0,33512.0,13405.0,0,26,56,331,107,89.0,46917.0,1D+1B,348525.0,516085.0,683645.0,1018765.0
115,859070,2037526,Providencia,-33.42682,-70.6042,1,1,1.0,33512.0,6702.0,0,26,53,313,45,88.0,40214.0,1D+1B,341822.0,509382.0,676942.0,1012062.0
116,859084,2037526,Providencia,-33.42663,-70.60669,1,1,1.0,33512.0,10724.0,22,52,82,357,38,85.0,44236.0,1D+1B,345844.0,513404.0,680964.0,1016084.0
119,859120,2037526,Las Condes,-33.40742,-70.56531,1,1,1.0,34853.0,10724.0,26,56,86,361,32,93.0,45577.0,1D+1B,359254.0,533519.0,707784.0,1056314.0
120,859149,2037526,Las Condes,-33.40774,-70.56732,1,1,1.0,38874.0,0.0,6,29,49,324,24,90.0,38874.0,1D+1B,388740.0,583110.0,777480.0,1166220.0
121,860800,3079273,Recoleta,-33.43278,-70.63729000000001,1,1,1.0,40215.0,0.0,25,55,85,360,4,95.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
122,861731,3079273,Recoleta,-33.43429,-70.6359,1,1,1.0,50269.0,0.0,0,30,60,335,12,98.0,50269.0,1D+1B,502690.0,754035.0,1005380.0,1508070.0
123,878301,4641399,Providencia,-33.42542,-70.61556,1,1,1.0,43566.0,6702.0,24,54,84,359,22,95.0,50268.0,1D+1B,442362.0,660192.0,878022.0,1313682.0
124,879962,492663,Santiago,-33.44935,-70.6337,2,2,4.0,32172.0,26810.0,29,59,89,179,67,94.0,58982.0,2D+2B,348530.0,509390.0,670250.0,991970.0
125,880713,667910,Providencia,-33.42216,-70.60945,1,1,2.0,60322.0,0.0,24,54,84,347,32,92.0,60322.0,1D+1B,603220.0,904830.0,1206440.0,1809660.0
126,881843,1961985,Santiago,-33.43632,-70.64915,1,1,2.0,20107.0,10054.0,15,45,75,350,63,92.0,30161.0,1D+1B,211124.0,311659.0,412194.0,613264.0
127,886758,4611546,Santiago,-33.44474,-70.64446,1,2,2.0,83781.0,23459.0,23,44,71,332,5,100.0,107240.0,2D+1B,861269.0,1280174.0,1699079.0,2536889.0
128,887918,3650712,Providencia,-33.42525999999999,-70.6169,1,1,3.0,53620.0,0.0,30,60,90,365,21,92.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
129,887930,3650712,Providencia,-33.42474,-70.61604,1,1,1.0,36864.0,0.0,30,60,90,365,30,85.0,36864.0,1D+1B,368640.0,552960.0,737280.0,1105920.0
130,890283,743719,Las Condes,-33.41629,-70.60376,1,1,2.0,36864.0,13405.0,13,43,73,348,31,93.0,50269.0,1D+1B,382045.0,566365.0,750685.0,1119325.0
131,903677,4830840,Santiago,-33.44019,-70.64126999999999,1,1,4.0,53620.0,0.0,0,0,0,165,7,96.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
132,905085,4199174,Las Condes,-33.40721,-70.55874,1,1,2.0,40215.0,26140.0,0,11,41,316,91,93.0,66355.0,1D+1B,428290.0,629365.0,830440.0,1232590.0
133,910775,980389,Recoleta,-33.43225,-70.64744,1,2,2.0,32842.0,20000.0,16,36,65,335,136,90.0,52842.0,2D+1B,348420.0,512630.0,676840.0,1005260.0
135,929856,264378,Santiago,-33.43577,-70.65785,1,1,1.0,25469.0,18767.0,2,14,23,208,238,92.0,44236.0,1D+1B,273457.0,400802.0,528147.0,782837.0
136,932079,5015387,Santiago,-33.44605,-70.64771,1,1,1.0,30161.0,30161.0,0,1,13,288,2,100.0,60322.0,1D+1B,331771.0,482576.0,633381.0,934991.0
137,932108,5015387,Santiago,-33.44717,-70.6469,1,1,1.0,30161.0,30161.0,0,0,13,288,3,80.0,60322.0,1D+1B,331771.0,482576.0,633381.0,934991.0
139,937817,1862185,Providencia,-33.42556,-70.61763,1,1,1.0,30161.0,10054.0,0,0,12,287,21,92.0,40215.0,1D+1B,311664.0,462469.0,613274.0,914884.0
141,945591,231667,Las Condes,-33.41201,-70.57695,1,1,1.0,36864.0,36864.0,1,1,13,288,81,93.0,73728.0,1D+1B,405504.0,589824.0,774144.0,1142784.0
142,948890,4191304,Santiago,-33.44224000000001,-70.65857,2,2,4.0,36864.0,0.0,29,59,89,364,54,92.0,36864.0,2D+2B,368640.0,552960.0,737280.0,1105920.0
143,958602,1571003,Santiago,-33.4392,-70.66315999999999,1,1,1.0,26140.0,26810.0,22,52,82,357,84,92.0,52950.0,1D+1B,288210.0,418910.0,549610.0,811010.0
146,964408,264378,Santiago,-33.43654,-70.65648,1,1,2.0,25469.0,18767.0,8,17,47,298,194,90.0,44236.0,1D+1B,273457.0,400802.0,528147.0,782837.0
150,1001473,5507585,Providencia,-33.4492,-70.63152,1,1,1.0,24129.0,0.0,8,19,26,94,96,95.0,24129.0,1D+1B,241290.0,361935.0,482580.0,723870.0
151,1001531,5507585,Santiago,-33.44828,-70.63308,1,1,1.0,24799.0,0.0,0,0,0,100,46,90.0,24799.0,1D+1B,247990.0,371985.0,495980.0,743970.0
152,1004301,4890910,Santiago,-33.43545,-70.65677,1,1,2.0,28821.0,6702.0,2,11,40,130,240,100.0,35523.0,1D+1B,294912.0,439017.0,583122.0,871332.0
153,1022030,4611546,Santiago,-33.44639,-70.64513000000001,2,2,3.0,60322.0,23459.0,17,47,70,325,10,96.0,83781.0,2D+2B,626679.0,928289.0,1229899.0,1833119.0
155,1039591,5507585,Providencia,-33.44713,-70.63073,1,1,1.0,24129.0,0.0,0,0,0,42,62,96.0,24129.0,1D+1B,241290.0,361935.0,482580.0,723870.0
157,1050604,4816155,Recoleta,-33.43075,-70.64631999999999,1,1,1.0,26140.0,20000.0,27,57,87,362,125,88.0,46140.0,1D+1B,281400.0,412100.0,542800.0,804200.0
159,1065916,3329548,Santiago,-33.44975,-70.65122,1,1,1.0,39545.0,0.0,30,60,90,365,2,100.0,39545.0,1D+1B,395450.0,593175.0,790900.0,1186350.0
160,1073765,980389,Recoleta,-33.43238,-70.64733000000001,1,1,2.0,26810.0,11000.0,21,51,81,356,183,90.0,37810.0,1D+1B,279100.0,413150.0,547200.0,815300.0
162,1083662,344599,Providencia,-33.43929,-70.62606,1,1,2.0,42226.0,28150.0,0,5,18,264,164,90.0,70376.0,1D+1B,450410.0,661540.0,872670.0,1294930.0
163,1088926,980389,Santiago,-33.43323,-70.64705,1,1,1.0,26810.0,11000.0,26,51,81,356,156,93.0,37810.0,1D+1B,279100.0,413150.0,547200.0,815300.0
166,1121509,1159105,Santiago,-33.43817,-70.64878,1,2,2.0,60322.0,10054.0,28,58,88,363,9,100.0,70376.0,2D+1B,613274.0,914884.0,1216494.0,1819714.0
167,1126206,5948010,Santiago,-33.43836,-70.6454,1,1,1.0,36193.0,13405.0,27,57,87,177,50,93.0,49598.0,1D+1B,375335.0,556300.0,737265.0,1099195.0
169,1132889,6213482,Recoleta,-33.43045,-70.64164,2,2,3.0,31502.0,0.0,11,24,50,266,60,87.0,31502.0,2D+2B,315020.0,472530.0,630040.0,945060.0
170,1141344,6259010,Las Condes,-33.40801,-70.56452,1,1,1.0,48928.0,25000.0,30,60,90,365,1,20.0,73928.0,1D+1B,514280.0,758920.0,1003560.0,1492840.0
171,1167599,914500,Providencia,-33.42424,-70.61194,1,1,1.0,56971.0,6702.0,30,60,90,365,5,80.0,63673.0,1D+1B,576412.0,861267.0,1146122.0,1715832.0
172,1180469,6211477,Santiago,-33.43751,-70.64166999999999,1,1,2.0,22788.0,27480.0,0,9,39,129,136,94.0,50268.0,1D+1B,255360.0,369300.0,483240.0,711120.0
174,1217449,1400129,Providencia,-33.42218,-70.60714,1,1,2.0,50269.0,17678.0,29,59,89,364,45,85.0,67947.0,1D+1B,520368.0,771713.0,1023058.0,1525748.0
175,1221134,6115635,Santiago,-33.42985,-70.66218,2,2,3.0,30161.0,26343.0,3,33,63,328,89,87.0,56504.0,2D+2B,327953.0,478758.0,629563.0,931173.0
176,1226525,5514113,Providencia,-33.42185,-70.61053000000001,2,2,2.0,80430.0,33512.0,1,1,24,299,4,95.0,113942.0,2D+2B,837812.0,1239962.0,1642112.0,2446412.0
177,1226526,5514113,Providencia,-33.42649,-70.60925,2,2,3.0,67025.0,26810.0,26,41,71,346,29,92.0,93835.0,2D+2B,697060.0,1032185.0,1367310.0,2037560.0
179,1262080,4199174,Las Condes,-33.40583,-70.55751,1,1,2.0,36864.0,26140.0,11,29,59,334,94,94.0,63004.0,1D+1B,394780.0,579100.0,763420.0,1132060.0
180,1264850,6886535,Santiago,-33.44287,-70.65624,1,1,1.0,40215.0,0.0,30,60,90,365,1,100.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
182,1284940,7005888,Santiago,-33.45079,-70.64205,2,2,3.0,30161.0,0.0,14,44,74,312,21,91.0,30161.0,2D+2B,301610.0,452415.0,603220.0,904830.0
183,1288457,7005888,Santiago,-33.45023,-70.64316,1,1,1.0,22788.0,0.0,3,20,46,289,40,93.0,22788.0,1D+1B,227880.0,341820.0,455760.0,683640.0
184,1294235,4474370,Las Condes,-33.41312,-70.58678,1,1,2.0,46917.0,20107.0,27,57,87,362,13,92.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
185,1297140,7051569,Recoleta,-33.43354,-70.6403,1,1,1.0,22788.0,20000.0,6,36,66,341,17,96.0,42788.0,1D+1B,247880.0,361820.0,475760.0,703640.0
186,1300331,667910,Providencia,-33.42872,-70.61780999999999,1,1,2.0,60322.0,0.0,30,60,90,365,31,93.0,60322.0,1D+1B,603220.0,904830.0,1206440.0,1809660.0
187,1300359,667910,Providencia,-33.42862,-70.61779,2,2,3.0,97186.0,0.0,23,53,83,358,64,92.0,97186.0,2D+2B,971860.0,1457790.0,1943720.0,2915580.0
188,1304768,1666498,Providencia,-33.43751,-70.6199,1,1,1.0,36864.0,3351.0,30,60,90,365,6,96.0,40215.0,1D+1B,371991.0,556311.0,740631.0,1109271.0
189,1352953,7343972,Santiago,-33.43983,-70.6419,1,1,4.0,40215.0,46917.0,0,0,0,0,28,96.0,87132.0,1D+1B,449067.0,650142.0,851217.0,1253367.0
190,1416160,7630719,Providencia,-33.43353,-70.63144,1,1,2.0,33512.0,26536.0,13,43,73,348,4,100.0,60048.0,1D+1B,361656.0,529216.0,696776.0,1031896.0
191,1438448,3329548,Santiago,-33.44699,-70.63888,1,1,1.0,42226.0,0.0,30,60,90,365,4,70.0,42226.0,1D+1B,422260.0,633390.0,844520.0,1266780.0
192,1462312,7836991,Las Condes,-33.41949,-70.59801,1,1,1.0,30161.0,18000.0,6,23,49,264,164,96.0,48161.0,1D+1B,319610.0,470415.0,621220.0,922830.0
193,1480428,7921272,Santiago,-33.44109,-70.65623000000001,1,1,1.0,46917.0,0.0,30,60,90,365,1,86.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
194,1491824,1714738,Providencia,-33.44161,-70.63338,2,2,2.0,43566.0,17426.0,13,43,73,348,72,94.0,60992.0,2D+2B,453086.0,670916.0,888746.0,1324406.0
195,1493528,7982878,Santiago,-33.4338,-70.66454,1,1,1.0,18767.0,16756.0,2,16,27,290,135,94.0,35523.0,1D+1B,204426.0,298261.0,392096.0,579766.0
196,1519681,1666498,Providencia,-33.42727,-70.62026999999999,2,2,4.0,40215.0,3351.0,30,60,90,365,4,55.0,43566.0,2D+2B,405501.0,606576.0,807651.0,1209801.0
197,1538606,2411792,Las Condes,-33.41696,-70.56008,2,2,4.0,46917.0,26810.0,0,0,0,257,30,97.0,73727.0,2D+2B,495980.0,730565.0,965150.0,1434320.0
199,1549547,504818,Santiago,-33.44775,-70.64285,1,1,1.0,26140.0,0.0,0,0,0,0,75,85.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
